title,description,price,restaurant_id,category_id
VEG.KHEEMA,VEG.KHEEMA,110,6410b0370111c288d05adec0,6411923298868d4c3a136d46
VEG.MUGLAI,VEG.MUGLAI,120,6410b0370111c288d05adec0,6411923298868d4c3a136d46
NAVARATNA KORAMA (SWEET),NAVARATNA KORAMA (SWEET),130,6410b0370111c288d05adec0,641192e598868d4c3a137158
DUM AaLOO PANJABI,DUM AaLOO PANJABI,100,6410b0370111c288d05adec0,641192e598868d4c3a137158
KASHMIRI DUM AaLOO,KASHMIRI DUM AaLOO,110,6410b0370111c288d05adec0,6411923298868d4c3a136d46
DAL _BHAATI,DAL _BHAATI,70,6410b0370111c288d05adec0,64107353cdba633c905fa10d
KHICHDI_KADHI,KHICHDI_KADHI,60,6410b0370111c288d05adec0,6410b0370111c288d05adec0
VEG.KOFTA,VEG.KOFTA,100,6410b0370111c288d05adec0,641192e598868d4c3a137158
DAL _BHAATI,DAL _BHAATI,70,6410b0370111c288d05adec0,64107353cdba633c905fa10d
VEG. MUGLAI,VEG. MUGLAI,120,6410b0370111c288d05adec0,6411923298868d4c3a136d46
SEV TAMETA,SEV TAMETA,100,6410b0370111c288d05adec0,64117391c62a0493e3870c93
DAL FRY,DAL FRY,80,6410b0370111c288d05adec0,64117391c62a0493e3870c93
DAHI RAITA,DAHI RAITA,100,6410b0370111c288d05adec0,64117342c62a0493e3870b9f
KOBIJ TAMETA,KOBIJ TAMETA,100,6410b0370111c288d05adec0,64117391c62a0493e3870c93
DAL TADKA,DAL TADKA,100,6410b0370111c288d05adec0,64117391c62a0493e3870c93
BHINDI,BHINDI,100,6410b0370111c288d05adec0,64117391c62a0493e3870c93
DAL TADKA,DAL TADKA,100,6410b0370111c288d05adec0,64117391c62a0493e3870c93
DAL PALAK,DAL PALAK,80,6410b0370111c288d05adec0,64117391c62a0493e3870c93
SP.DAL MAKHNI,SP.DAL MAKHNI,90,6410b0370111c288d05adec0,64117391c62a0493e3870c93
PLAIN RICE,PLAIN RICE,80,6410b0370111c288d05adec0,641073c1cdba633c905fa11f
JEERA RICE,JEERA RICE,120,6410b0370111c288d05adec0,641073c1cdba633c905fa11f
VEG.PULAW,VEG.PULAW,50,6410b0370111c288d05adec0,641073c1cdba633c905fa11f
KASHMIRI PULAV,KASHMIRI PULAV,70,6410b0370111c288d05adec0,641073c1cdba633c905fa11f
CHEESE PULAW,CHEESE PULAW,80,6410b0370111c288d05adec0,641073c1cdba633c905fa11f
VEG.BIRIYANI,VEG.BIRIYANI,100,6410b0370111c288d05adec0,641073c1cdba633c905fa11f
SP.HAIDRABADI BIRIYANI,SP.HAIDRABADI BIRIYANI,100,6410b0370111c288d05adec0,641073c1cdba633c905fa11f
DUM BIRIYANI,DUM BIRIYANI,110,6410b0370111c288d05adec0,641073c1cdba633c905fa11f
PANEER PULAW,PANEER PULAW,110,6410b0370111c288d05adec0,641073c1cdba633c905fa11f
JEERA RICE ,JEERA RICE ,130,6410b0370111c288d05adec0,641073c1cdba633c905fa11f
VEG.BIRIYANI,VEG.BIRIYANI,110,6410b0370111c288d05adec0,641073c1cdba633c905fa11f
BHAKHRI,BHAKHRI,12,6410b0370111c288d05adec0,64107306cdba633c905fa105
BHAKHRI (BUTTER),BHAKHRI (BUTTER),15,6410b0370111c288d05adec0,64107306cdba633c905fa105
CHAPATI,CHAPATI,10,6410b0370111c288d05adec0,64107306cdba633c905fa105
CHA PATI (BUTTER),CHA PATI (BUTTER),13,6410b0370111c288d05adec0,64107306cdba633c905fa105
TAWA PAROTHA (FRY),TAWA PAROTHA (FRY),30,6410b0370111c288d05adec0,64107306cdba633c905fa105
BAJRINA ROTLA (SADA),BAJRINA ROTLA (SADA),20,6410b0370111c288d05adec0,64107306cdba633c905fa105
BAJRINA ROTLA (BUTTER),BAJRINA ROTLA (BUTTER),25,6410b0370111c288d05adec0,64107306cdba633c905fa105
TANDURI ROTI,TANDURI ROTI,15,6410b0370111c288d05adec0,64107306cdba633c905fa105
PLAIN ROTI,PLAIN ROTI,10,6410b0370111c288d05adec0,64107306cdba633c905fa105
BUTTER ROTI,BUTTER ROTI,13,6410b0370111c288d05adec0,64107306cdba633c905fa105
PAROTHA PLAIN,PAROTHA PLAIN,25,6410b0370111c288d05adec0,64107306cdba633c905fa105
PAROTHA BUTTER,PAROTHA BUTTER,30,6410b0370111c288d05adec0,64107306cdba633c905fa105
METHI PAROTHA,METHI PAROTHA,30,6410b0370111c288d05adec0,64107306cdba633c905fa105
STUFF PAROTHA,STUFF PAROTHA,50,6410b0370111c288d05adec0,64107306cdba633c905fa105
KULCHA PLAIN,KULCHA PLAIN,30,6410b0370111c288d05adec0,64107306cdba633c905fa105
KULCHA BUTTER,KULCHA BUTTER,35,6410b0370111c288d05adec0,64107306cdba633c905fa105
STUFF KULCHA,STUFF KULCHA,40,6410b0370111c288d05adec0,64107306cdba633c905fa105
PALAIN NAAN,PALAIN NAAN,25,6410b0370111c288d05adec0,64107306cdba633c905fa105
BUTTER NAAN,BUTTER NAAN,30,6410b0370111c288d05adec0,64107306cdba633c905fa105
CHEESE NAAN,CHEESE NAAN,40,6410b0370111c288d05adec0,64107306cdba633c905fa105
GARLIC NAAN,GARLIC NAAN,40,6410b0370111c288d05adec0,64107306cdba633c905fa105
STUFF NAAN,STUFF NAAN,50,6410b0370111c288d05adec0,64107306cdba633c905fa105
PANJABI THALI,PANJABI THALI,150,6410b0370111c288d05adec0,641192e598868d4c3a137158
GUJARATI THALI,GUJARATI THALI,120,6410b0370111c288d05adec0,64108b3f50e487ab6de4fbdd
HOT COFFEE,HOT COFFEE,49,641155417702dd8a5a3bf5e9,64116f1ec62a0493e386fc28
BLACK COFFEE,BLACK COFFEE,49,641155417702dd8a5a3bf5e9,64116f1ec62a0493e386fc28
MASALA TEA,MASALA TEA,49,641155417702dd8a5a3bf5e9,64116f1ec62a0493e386fc28
GREEN TEA,GREEN TEA,59,641155417702dd8a5a3bf5e9,64116f1ec62a0493e386fc28
LEMON TEA,LEMON TEA,59,641155417702dd8a5a3bf5e9,64116f1ec62a0493e386fc28
GINGER TEA,GINGER TEA,59,641155417702dd8a5a3bf5e9,64116f1ec62a0493e386fc28
ICEPRESSO.COFFEE,ICEPRESSO.COFFEE,119,641155417702dd8a5a3bf5e9,64116f1ec62a0493e386fc28
CHOCO CHIPS FRAPEE,CHOCO CHIPS FRAPEE,139,641155417702dd8a5a3bf5e9,64116f1ec62a0493e386fc28
DARK CHOCO FRAPEE,DARK CHOCO FRAPEE,169,641155417702dd8a5a3bf5e9,64116f1ec62a0493e386fc28
COLD COFFEE WITH BROWNIE,COLD COFFEE WITH BROWNIE,179,641155417702dd8a5a3bf5e9,64116f1ec62a0493e386fc28
ICED CARAMEL COFFEE,ICED CARAMEL COFFEE,129,641155417702dd8a5a3bf5e9,64116f1ec62a0493e386fc28
EXTRA ICE CREAM,EXTRA ICE CREAM,19,641155417702dd8a5a3bf5e9,64116f1ec62a0493e386fc28
VANILLA-SHAKE,VANILLA-SHAKE,119,641155417702dd8a5a3bf5e9,64116f1ec62a0493e386fc28
BLUE BERY SHAKE,BLUE BERY SHAKE,119,641155417702dd8a5a3bf5e9,64116f1ec62a0493e386fc28
MANGO SHAKE,MANGO SHAKE,129,641155417702dd8a5a3bf5e9,64116f1ec62a0493e386fc28
STRAWBERRY SHAKE,STRAWBERRY SHAKE,139,641155417702dd8a5a3bf5e9,64116f1ec62a0493e386fc28
ORANGE SHAKE,ORANGE SHAKE,129,641155417702dd8a5a3bf5e9,64116f1ec62a0493e386fc28
BUTTER SKOTH SHAKE,BUTTER SKOTH SHAKE,149,641155417702dd8a5a3bf5e9,64116f1ec62a0493e386fc28
CHOCOLATE SHAKE,CHOCOLATE SHAKE,149,641155417702dd8a5a3bf5e9,64116f1ec62a0493e386fc28
KIT KAT SHAKE,KIT KAT SHAKE,179,641155417702dd8a5a3bf5e9,64116f1ec62a0493e386fc28
OREO SHAKE,OREO SHAKE,149,641155417702dd8a5a3bf5e9,64116f1ec62a0493e386fc28
BROWNIE SHAKE,BROWNIE SHAKE,179,641155417702dd8a5a3bf5e9,64116f1ec62a0493e386fc28
DRY FRUIT SHAKE,DRY FRUIT SHAKE,199,641155417702dd8a5a3bf5e9,64116f1ec62a0493e386fc28
PINEAPLE SHAKE,PINEAPLE SHAKE,129,641155417702dd8a5a3bf5e9,64116f1ec62a0493e386fc28
ROSE SHAKE,ROSE SHAKE,149,641155417702dd8a5a3bf5e9,64116f1ec62a0493e386fc28
EXTRA ICE CREAM,EXTRA ICE CREAM,19,641155417702dd8a5a3bf5e9,64116f1ec62a0493e386fc28
JAMUN SHOT,JAMUN SHOT,199,641155417702dd8a5a3bf5e9,64116f1ec62a0493e386fc28
COLA FLOAT,COLA FLOAT,119,641155417702dd8a5a3bf5e9,64116f1ec62a0493e386fc28
MANGO FLOAT,MANGO FLOAT,229,641155417702dd8a5a3bf5e9,64116f1ec62a0493e386fc28
ORANGE FLOAT,ORANGE FLOAT,139,641155417702dd8a5a3bf5e9,64116f1ec62a0493e386fc28
PINEAPLE FLOAT,PINEAPLE FLOAT,139,641155417702dd8a5a3bf5e9,64116f1ec62a0493e386fc28
MOJITOMINT,MOJITOMINT,149,641155417702dd8a5a3bf5e9,64116f1ec62a0493e386fc28
CRANBERRY MOJITO,CRANBERRY MOJITO,149,641155417702dd8a5a3bf5e9,64116f1ec62a0493e386fc28
GREEN APPLE WITH CINNAMAN,GREEN APPLE WITH CINNAMAN,149,641155417702dd8a5a3bf5e9,64116f1ec62a0493e386fc28
BLUE LOGOON,BLUE LOGOON,169,641155417702dd8a5a3bf5e9,64116f1ec62a0493e386fc28
KIT KET SUNDAE,KIT KET SUNDAE,189,641155417702dd8a5a3bf5e9,64115f3e7702dd8a5a3c0244
BROWNIE SUNDAE,BROWNIE SUNDAE,159,641155417702dd8a5a3bf5e9,64115f3e7702dd8a5a3c0244
SIZZLING BROWNIE,SIZZLING BROWNIE,179,641155417702dd8a5a3bf5e9,64115f3e7702dd8a5a3c0244
VANILLA ,VANILLA ,49,641155417702dd8a5a3bf5e9,64115f3e7702dd8a5a3c0244
BUTTER SKOTCH,BUTTER SKOTCH,59,641155417702dd8a5a3bf5e9,64115f3e7702dd8a5a3c0244
STRAWBERRY ,STRAWBERRY ,59,641155417702dd8a5a3bf5e9,64115f3e7702dd8a5a3c0244
CHOCOLATE ,CHOCOLATE ,69,641155417702dd8a5a3bf5e9,64115f3e7702dd8a5a3c0244
AMRICAN NUTS,AMRICAN NUTS,79,641155417702dd8a5a3bf5e9,64115f3e7702dd8a5a3c0244
RAJBHOG,RAJBHOG,99,641155417702dd8a5a3bf5e9,64115f3e7702dd8a5a3c0244
CHERIMERI,CHERIMERI,69,641155417702dd8a5a3bf5e9,64115f3e7702dd8a5a3c0244
BRED BUTTER,BRED BUTTER,29,641155417702dd8a5a3bf5e9,64107285cdba633c905fa0de
JEM BUTTER,JEM BUTTER,39,641155417702dd8a5a3bf5e9,64107285cdba633c905fa0de
VEG SANDWISH,VEG SANDWISH,49,641155417702dd8a5a3bf5e9,64107285cdba633c905fa0de
VEG CHEESE SANDWICH,VEG CHEESE SANDWICH,69,641155417702dd8a5a3bf5e9,64107285cdba633c905fa0de
VEG GRILLED SANDWICH,VEG GRILLED SANDWICH,39,641155417702dd8a5a3bf5e9,64107285cdba633c905fa0de
VEG CHEESE GRILLED SANDWICH,VEG CHEESE GRILLED SANDWICH,49,641155417702dd8a5a3bf5e9,64107285cdba633c905fa0de
PANEER SANDWICH,PANEER SANDWICH,99,641155417702dd8a5a3bf5e9,64107285cdba633c905fa0de
SWEET SORN SANDWICH,SWEET SORN SANDWICH,69,641155417702dd8a5a3bf5e9,64107285cdba633c905fa0de
ALLO MASALA SANDWICH,ALLO MASALA SANDWICH,119,641155417702dd8a5a3bf5e9,64107285cdba633c905fa0de
VEG GRILLED SANDWICH,VEG GRILLED SANDWICH,129,641155417702dd8a5a3bf5e9,64107285cdba633c905fa0de
VEG CHEESE GRILLED SANDWICH,VEG CHEESE GRILLED SANDWICH,149,641155417702dd8a5a3bf5e9,64107285cdba633c905fa0de
PANEER SANDWICH,PANEER SANDWICH,169,641155417702dd8a5a3bf5e9,64107285cdba633c905fa0de
SWEET SORN SANDWICH,SWEET SORN SANDWICH,159,641155417702dd8a5a3bf5e9,64107285cdba633c905fa0de
ALLO MASALA SANDWICH,ALLO MASALA SANDWICH,149,641155417702dd8a5a3bf5e9,64107285cdba633c905fa0de
CHEELI TOS ,CHEELI TOS ,149,641155417702dd8a5a3bf5e9,64107285cdba633c905fa0de
SANDWECH PLATTER,SANDWECH PLATTER,209,641155417702dd8a5a3bf5e9,64107285cdba633c905fa0de
SILENT SPECIAL SANDWICH,SILENT SPECIAL SANDWICH,199,641155417702dd8a5a3bf5e9,64107285cdba633c905fa0de
MUMBAI SPECIAL SANDWICH,MUMBAI SPECIAL SANDWICH,169,641155417702dd8a5a3bf5e9,64107285cdba633c905fa0de
VEG BURGER,VEG BURGER,99,641155417702dd8a5a3bf5e9,641072bdcdba633c905fa0f0
PANEER BURGER,PANEER BURGER,119,641155417702dd8a5a3bf5e9,641072bdcdba633c905fa0f0
VEG CHEESE BURGER,VEG CHEESE BURGER,109,641155417702dd8a5a3bf5e9,641072bdcdba633c905fa0f0
ONION CAPCICUM PIZZA,ONION CAPCICUM PIZZA,139,641155417702dd8a5a3bf5e9,641072bdcdba633c905fa0f0
TOMATO CAPCICUM PAZZA,TOMATO CAPCICUM PAZZA,139,641155417702dd8a5a3bf5e9,641072bdcdba633c905fa0f0
MIX VEG- PIZZA,MIX VEG- PIZZA,149,641155417702dd8a5a3bf5e9,641072bdcdba633c905fa0f0
CHEESE- PIZZA,CHEESE- PIZZA,119,641155417702dd8a5a3bf5e9,641072bdcdba633c905fa0f0
PANEER- PIZZA,PANEER- PIZZA,159,641155417702dd8a5a3bf5e9,641072bdcdba633c905fa0f0
SWEET CORN PIZZA,SWEET CORN PIZZA,149,641155417702dd8a5a3bf5e9,641072bdcdba633c905fa0f0
GARLIC  - PIZZA ,GARLIC  - PIZZA ,119,641155417702dd8a5a3bf5e9,641072bdcdba633c905fa0f0
MUSHROOM - WITH VEG PIZZA,MUSHROOM - WITH VEG PIZZA,139,641155417702dd8a5a3bf5e9,641072bdcdba633c905fa0f0
BABY CARN MUSHROOM PIZZA,BABY CARN MUSHROOM PIZZA,149,641155417702dd8a5a3bf5e9,641072bdcdba633c905fa0f0
TOMATO CORN - PIZZA,TOMATO CORN - PIZZA,139,641155417702dd8a5a3bf5e9,641072bdcdba633c905fa0f0
MARGHERITA - PIZZA,MARGHERITA - PIZZA,139,641155417702dd8a5a3bf5e9,641072bdcdba633c905fa0f0
SILENT SPECIAL PIZZA,SILENT SPECIAL PIZZA,169,641155417702dd8a5a3bf5e9,641072bdcdba633c905fa0f0
ONION CAPCICUM PIZZA,ONION CAPCICUM PIZZA,189,641155417702dd8a5a3bf5e9,641072bdcdba633c905fa0f0
TOMATO CAPCICUM PAZZA,TOMATO CAPCICUM PAZZA,189,641155417702dd8a5a3bf5e9,641072bdcdba633c905fa0f0
MIX VEG- PIZZA,MIX VEG- PIZZA,199,641155417702dd8a5a3bf5e9,641072bdcdba633c905fa0f0
CHEESE- PIZZA,CHEESE- PIZZA,169,641155417702dd8a5a3bf5e9,641072bdcdba633c905fa0f0
PANEER- PIZZA,PANEER- PIZZA,219,641155417702dd8a5a3bf5e9,641072bdcdba633c905fa0f0
SWEET CORN PIZZA,SWEET CORN PIZZA,199,641155417702dd8a5a3bf5e9,641072bdcdba633c905fa0f0
GARLIC  - PIZZA ,GARLIC  - PIZZA ,169,641155417702dd8a5a3bf5e9,641072bdcdba633c905fa0f0
MUSHROOM - WITH VEG PIZZA,MUSHROOM - WITH VEG PIZZA,189,641155417702dd8a5a3bf5e9,641072bdcdba633c905fa0f0
BABY CARN MUSHROOM PIZZA,BABY CARN MUSHROOM PIZZA,199,641155417702dd8a5a3bf5e9,641072bdcdba633c905fa0f0
TOMATO CORN - PIZZA,TOMATO CORN - PIZZA,189,641155417702dd8a5a3bf5e9,641072bdcdba633c905fa0f0
MARGHERITA - PIZZA,MARGHERITA - PIZZA,189,641155417702dd8a5a3bf5e9,641072bdcdba633c905fa0f0
SILENT SPECIAL PIZZA,SILENT SPECIAL PIZZA,239,641155417702dd8a5a3bf5e9,641072bdcdba633c905fa0f0
VEG FRIED RICE,VEG FRIED RICE,139,641155417702dd8a5a3bf5e9,641073c1cdba633c905fa11f
FRIED CORN ,FRIED CORN ,149,641155417702dd8a5a3bf5e9,641073c1cdba633c905fa11f
MANCHURIAN RICE,MANCHURIAN RICE,159,641155417702dd8a5a3bf5e9,641073c1cdba633c905fa11f
VEG PULAO,VEG PULAO,169,641155417702dd8a5a3bf5e9,641073c1cdba633c905fa11f
MANCHURIAN (DRY-GRAVY),MANCHURIAN (DRY-GRAVY),149,641155417702dd8a5a3bf5e9,6410729ecdba633c905fa0e4
CHILLI PANEER (DRY-GRAVY),CHILLI PANEER (DRY-GRAVY),189,641155417702dd8a5a3bf5e9,6410729ecdba633c905fa0e4
SPICY MUSHROOM ,SPICY MUSHROOM ,169,641155417702dd8a5a3bf5e9,6410729ecdba633c905fa0e4
SPICY POTATO,SPICY POTATO,189,641155417702dd8a5a3bf5e9,6410729ecdba633c905fa0e4
NOODLES,NOODLES,149,641155417702dd8a5a3bf5e9,6410729ecdba633c905fa0e4
SPICY NOODLES,SPICY NOODLES,189,641155417702dd8a5a3bf5e9,6410729ecdba633c905fa0e4
CHINESE BHEL,CHINESE BHEL,189,641155417702dd8a5a3bf5e9,6410729ecdba633c905fa0e4
HONEY CHILLI POTATO,HONEY CHILLI POTATO,189,641155417702dd8a5a3bf5e9,6410729ecdba633c905fa0e4
CRISPY CHILLI POTATO,CRISPY CHILLI POTATO,169,641155417702dd8a5a3bf5e9,6410729ecdba633c905fa0e4
CHINESH CIZZLER ,CHINESH CIZZLER ,299,641155417702dd8a5a3bf5e9,64118fdd98868d4c3a135a18
SPICY PASTA,SPICY PASTA,179,641155417702dd8a5a3bf5e9,6411925298868d4c3a136e14
RED PASTA ,RED PASTA ,199,641155417702dd8a5a3bf5e9,6411925298868d4c3a136e14
WHITE PASTA,WHITE PASTA,179,641155417702dd8a5a3bf5e9,6411925298868d4c3a136e14
PANEER PASTA,PANEER PASTA,189,641155417702dd8a5a3bf5e9,6411925298868d4c3a136e14
GARLIC BREAD,GARLIC BREAD,129,641155417702dd8a5a3bf5e9,641183a9c62a0493e3871c44
VEG MAGGIE,VEG MAGGIE,119,641155417702dd8a5a3bf5e9,641183a9c62a0493e3871c44
CHESE MAGGIE,CHESE MAGGIE,139,641155417702dd8a5a3bf5e9,641183a9c62a0493e3871c44
SPICY MAGGIE,SPICY MAGGIE,99,641155417702dd8a5a3bf5e9,641183a9c62a0493e3871c44
GARLIC MAGGIE,GARLIC MAGGIE,99,641155417702dd8a5a3bf5e9,641183a9c62a0493e3871c44
MASALA MAGGIE,MASALA MAGGIE,99,641155417702dd8a5a3bf5e9,641183a9c62a0493e3871c44
CHESE BALL,CHESE BALL,129,641155417702dd8a5a3bf5e9,6410a50e0111c288d05ad22e
PERI PERI  FRENCH FRRAI,PERI PERI  FRENCH FRRAI,99,641155417702dd8a5a3bf5e9,6411925298868d4c3a136e14
FRENCH FRRIES,FRENCH FRRIES,99,641155417702dd8a5a3bf5e9,6411925298868d4c3a136e14
MUSHROOM SOUP,MUSHROOM SOUP,125,641155417702dd8a5a3bf5e9,641192cc98868d4c3a137123
SPICY SOUP,SPICY SOUP,120,641155417702dd8a5a3bf5e9,641192cc98868d4c3a137123
TOMATO SOUP,TOMATO SOUP,79,641155417702dd8a5a3bf5e9,641192cc98868d4c3a137123
TOMATO SOUP,TOMATO SOUP,60,64144d1ff28b3cd4d9489e73,641192cc98868d4c3a137123
VEG. MANCHOW SOUP,VEG. MANCHOW SOUP,80,64144d1ff28b3cd4d9489e73,641192cc98868d4c3a137123
HOT & SOUR SOUP,HOT & SOUR SOUP,90,64144d1ff28b3cd4d9489e73,641192cc98868d4c3a137123
PANIR CHILLI (DRY),PANIR CHILLI (DRY),150,64144d1ff28b3cd4d9489e73,6410729ecdba633c905fa0e4
PANIR CHILLI (GREVY),PANIR CHILLI (GREVY),140,64144d1ff28b3cd4d9489e73,6410729ecdba633c905fa0e4
VEG. MANCHURIYAN (DRY),VEG. MANCHURIYAN (DRY),120,64144d1ff28b3cd4d9489e73,6410729ecdba633c905fa0e4
VEG. MANACHURIYAN (GREVY),VEG. MANACHURIYAN (GREVY),110,64144d1ff28b3cd4d9489e73,6410729ecdba633c905fa0e4
VEG. HAKKA NUDALS,VEG. HAKKA NUDALS,110,64144d1ff28b3cd4d9489e73,6410729ecdba633c905fa0e4
GREEN SALAD,GREEN SALAD,50,64144d1ff28b3cd4d9489e73,64117342c62a0493e3870b9f
TAMATAR SALAD,TAMATAR SALAD,30,64144d1ff28b3cd4d9489e73,64117342c62a0493e3870b9f
KAKDI SALAD,KAKDI SALAD,40,64144d1ff28b3cd4d9489e73,64117342c62a0493e3870b9f
ROSTED PAPAD,ROSTED PAPAD,15,64144d1ff28b3cd4d9489e73,6410748acdba633c905fa153
FRAY PAPAD,FRAY PAPAD,20,64144d1ff28b3cd4d9489e73,6410748acdba633c905fa153
MASALA PAPAD,MASALA PAPAD,30,64144d1ff28b3cd4d9489e73,6410748acdba633c905fa153
SP. BUTTER MILK,SP. BUTTER MILK,20,64144d1ff28b3cd4d9489e73,64116f1ec62a0493e386fc28
DAHI ,DAHI ,30,64144d1ff28b3cd4d9489e73,64117342c62a0493e3870b9f
LASSI,LASSI,40,64144d1ff28b3cd4d9489e73,64116f1ec62a0493e386fc28
SP. LASSI,SP. LASSI,60,64144d1ff28b3cd4d9489e73,64116f1ec62a0493e386fc28
CHAPATI PLAIN,CHAPATI PLAIN,10,64144d1ff28b3cd4d9489e73,64107306cdba633c905fa105
BUTTER CHAPATI,BUTTER CHAPATI,13,64144d1ff28b3cd4d9489e73,64107306cdba633c905fa105
BHAKHARI PLAIN,BHAKHARI PLAIN,10,64144d1ff28b3cd4d9489e73,64107306cdba633c905fa105
BHAKHARI BUTTER,BHAKHARI BUTTER,12,64144d1ff28b3cd4d9489e73,64107306cdba633c905fa105
PAROTHA BUTTER,PAROTHA BUTTER,30,64144d1ff28b3cd4d9489e73,64107306cdba633c905fa105
BAJARI ROTLO,BAJARI ROTLO,20,64144d1ff28b3cd4d9489e73,64107306cdba633c905fa105
SP. SUNDHAL,SP. SUNDHAL,160,64144d1ff28b3cd4d9489e73,6411923298868d4c3a136d46
PANIR TIKKA,PANIR TIKKA,140,64144d1ff28b3cd4d9489e73,641192e598868d4c3a137158
PALAK PANIR,PALAK PANIR,130,64144d1ff28b3cd4d9489e73,641192e598868d4c3a137158
PANIR BHURJI,PANIR BHURJI,150,64144d1ff28b3cd4d9489e73,641192e598868d4c3a137158
PANIR KADAI,PANIR KADAI,140,64144d1ff28b3cd4d9489e73,641192e598868d4c3a137158
PANIR HANDI,PANIR HANDI,140,64144d1ff28b3cd4d9489e73,641192e598868d4c3a137158
PANIR ANGARA,PANIR ANGARA,160,64144d1ff28b3cd4d9489e73,641192e598868d4c3a137158
PANIR TAVA,PANIR TAVA,140,64144d1ff28b3cd4d9489e73,641192e598868d4c3a137158
PANIR PASANDA,PANIR PASANDA,170,64144d1ff28b3cd4d9489e73,641192e598868d4c3a137158
MATAR PANIR,MATAR PANIR,120,64144d1ff28b3cd4d9489e73,641192e598868d4c3a137158
KAJU PANIR,KAJU PANIR,150,64144d1ff28b3cd4d9489e73,641192e598868d4c3a137158
KAJU KARI,KAJU KARI,140,64144d1ff28b3cd4d9489e73,641192e598868d4c3a137158
KHOYA KAJU,KHOYA KAJU,140,64144d1ff28b3cd4d9489e73,641192e598868d4c3a137158
KAJU CHATAPATA,KAJU CHATAPATA,140,64144d1ff28b3cd4d9489e73,641192e598868d4c3a137158
KAJU KOPATA,KAJU KOPATA,140,64144d1ff28b3cd4d9489e73,641192e598868d4c3a137158
MALAI KOPATA,MALAI KOPATA,130,64144d1ff28b3cd4d9489e73,641192e598868d4c3a137158
PANIR KOPATA,PANIR KOPATA,150,64144d1ff28b3cd4d9489e73,641192e598868d4c3a137158
PANIR BUTAR ,PANIR BUTAR ,140,64144d1ff28b3cd4d9489e73,641192e598868d4c3a137158
VEG. KADAI,VEG. KADAI,120,64144d1ff28b3cd4d9489e73,6411923298868d4c3a136d46
VEG. HANDI,VEG. HANDI,120,64144d1ff28b3cd4d9489e73,6411923298868d4c3a136d46
VEG. KOLHAPURI,VEG. KOLHAPURI,130,64144d1ff28b3cd4d9489e73,6411923298868d4c3a136d46
VEG. JAYPURI,VEG. JAYPURI,120,64144d1ff28b3cd4d9489e73,6411923298868d4c3a136d46
VEG. TAVA,VEG. TAVA,120,64144d1ff28b3cd4d9489e73,6411923298868d4c3a136d46
VEG. MAKKHANVALA,VEG. MAKKHANVALA,130,64144d1ff28b3cd4d9489e73,6411923298868d4c3a136d46
VEG. ANGARA,VEG. ANGARA,140,64144d1ff28b3cd4d9489e73,6411923298868d4c3a136d46
PLAIN PALAK,PLAIN PALAK,90,64144d1ff28b3cd4d9489e73,6411923298868d4c3a136d46
DAL PALAK,DAL PALAK,100,64144d1ff28b3cd4d9489e73,641192e598868d4c3a137158
ALU PALAK,ALU PALAK,90,64144d1ff28b3cd4d9489e73,6411923298868d4c3a136d46
MIX VEG,MIX VEG,90,64144d1ff28b3cd4d9489e73,6411923298868d4c3a136d46
SEV TAMATA,SEV TAMATA,80,64144d1ff28b3cd4d9489e73,64108b3f50e487ab6de4fbdd
CHANA MASALA,CHANA MASALA,90,64144d1ff28b3cd4d9489e73,64108b3f50e487ab6de4fbdd
DAHI RAYATU,DAHI RAYATU,80,64144d1ff28b3cd4d9489e73,64117342c62a0493e3870b9f
DAL FRAY,DAL FRAY,80,64144d1ff28b3cd4d9489e73,641192e598868d4c3a137158
DAL TADAKA,DAL TADAKA,90,64144d1ff28b3cd4d9489e73,641192e598868d4c3a137158
ALU MATAR,ALU MATAR,90,64144d1ff28b3cd4d9489e73,6411923298868d4c3a136d46
SUKI BHAJI,SUKI BHAJI,80,64144d1ff28b3cd4d9489e73,6411923298868d4c3a136d46
LILI HALDI SHABJI,LILI HALDI SHABJI,200,64144d1ff28b3cd4d9489e73,64108b3f50e487ab6de4fbdd
LASANIYA BATAKA,LASANIYA BATAKA,100,64144d1ff28b3cd4d9489e73,64108b3f50e487ab6de4fbdd
DAHI BHINDI,DAHI BHINDI,100,64144d1ff28b3cd4d9489e73,64108b3f50e487ab6de4fbdd
SP.LASAN CHATANI,SP.LASAN CHATANI,110,64144d1ff28b3cd4d9489e73,64108b3f50e487ab6de4fbdd
SEV MASALA,SEV MASALA,80,64144d1ff28b3cd4d9489e73,64108b3f50e487ab6de4fbdd
KATHIYAVADI KADHI,KATHIYAVADI KADHI,90,64144d1ff28b3cd4d9489e73,64108b3f50e487ab6de4fbdd
RINGAN BHARTHA,RINGAN BHARTHA,110,64144d1ff28b3cd4d9489e73,64108b3f50e487ab6de4fbdd
BHINDI MASALA,BHINDI MASALA,90,64144d1ff28b3cd4d9489e73,64108b3f50e487ab6de4fbdd
BHINDI FRAY,BHINDI FRAY,100,64144d1ff28b3cd4d9489e73,64108b3f50e487ab6de4fbdd
MAG MASALA,MAG MASALA,80,64144d1ff28b3cd4d9489e73,64108b3f50e487ab6de4fbdd
KER SANGARI,KER SANGARI,220,64144d1ff28b3cd4d9489e73,64108b3f50e487ab6de4fbdd
BESAN GATA,BESAN GATA,120,64144d1ff28b3cd4d9489e73,64108b3f50e487ab6de4fbdd
